date,close,adj close,dividends,stock splits,currency
2020-04-06,23.674566773887364,17.03785928514867,0.0,0.0,EUR
2020-04-07,23.51301649077959,16.92159446632172,0.0,0.0,EUR
2020-04-08,23.296614952687378,16.765861416615735,0.0,0.0,EUR
2020-04-09,23.46262429664182,16.885333730654793,0.0,0.0,EUR
2020-04-13,23.322765331595292,16.784680808752455,0.0,0.0,EUR
2020-04-14,23.418489552030564,16.85356880822974,0.0,0.0,EUR
2020-04-15,23.37013262670098,16.818770664394833,0.0,0.0,EUR
2020-04-16,23.617386313892098,16.99670930065645,0.0,0.0,EUR
2020-04-17,23.68105134195025,17.042525828613634,0.0,0.0,EUR
2020-04-20,23.78584661745208,17.117946145787073,0.0,0.0,EUR
2020-04-21,23.878858433363348,17.184881445416522,0.0,0.0,EUR
2020-04-22,24.01886388881553,17.285640068762405,0.0,0.0,EUR
2020-04-23,24.12290854117623,17.36051781569131,0.0,0.0,EUR
2020-04-24,24.28778221892594,17.47917284709797,0.0,0.0,EUR
2020-04-27,24.15536613735867,17.383876978698254,0.0,0.0,EUR
2020-04-28,24.22665513231277,17.435183084025084,0.0,0.0,EUR
2020-04-29,24.121991553934095,17.359858266083847,0.0,0.0,EUR
2020-04-30,23.820359086183544,17.14278446112735,0.0,0.0,EUR
2020-05-01,23.594237070938107,16.9800519652199,0.0,0.0,EUR
2020-05-04,23.563763746871473,16.95812124439817,0.0,0.0,EUR
2020-05-05,23.653985104801905,17.023048376911447,0.0,0.0,EUR
2020-05-06,23.720816764736355,17.071147067016682,0.0,0.0,EUR
2020-05-07,23.80874484097194,17.134426216955944,0.0,0.0,EUR
2020-05-08,23.72390155712128,17.07336709784431,0.0,0.0,EUR
2020-05-11,23.732599683363446,17.079624761648006,0.0,0.0,EUR
2020-05-12,23.794085663713076,17.123874290065032,0.0,0.0,EUR
2020-05-13,23.822671730526736,17.144446810753607,0.0,0.0,EUR
2020-05-14,23.86433714135933,17.174430766931437,0.0,0.0,EUR
2020-05-15,23.896647522999274,17.19768753340486,0.0,0.0,EUR
2020-05-18,23.454582117102518,16.87954398014142,0.0,0.0,EUR
2020-05-19,23.236566558516415,16.72264751933176,0.0,0.0,EUR
2020-05-20,23.10627445578575,16.628879952736497,0.0,0.0,EUR
2020-05-21,23.058412941062443,16.594434019690425,0.0,0.0,EUR
2020-05-22,23.208459754505157,16.702418861558954,0.0,0.0,EUR
2020-05-26,23.03036495995002,16.574251498294643,0.0,0.0,EUR
2020-05-27,22.97170571295385,16.532034059972943,0.0,0.0,EUR
2020-05-28,22.751501039742948,16.373556725014282,0.0,0.0,EUR
2020-05-29,22.664286309041017,16.31079585445775,0.0,0.0,EUR
2020-06-01,22.493994100910186,16.188237546162327,0.0,0.0,EUR
2020-06-02,22.31720431503868,16.0610067320672,0.0,0.0,EUR
2020-06-03,21.92067357979431,15.775637165334501,0.0,0.0,EUR
2020-06-04,21.742699922132488,15.647556015278951,0.0,0.0,EUR
2020-06-05,21.547260979762086,15.506904587017516,0.0,0.0,EUR
2020-06-08,21.70587493162384,15.621051273181365,0.0,0.0,EUR
2020-06-09,21.71496518422032,15.627597385444005,0.0,0.0,EUR
2020-06-10,21.7168482241741,15.6289485761979,0.0,0.0,EUR
2020-06-11,21.591764810958466,15.538929655495508,0.0,0.0,EUR
2020-06-12,21.76631720210571,15.664549718152557,0.0,0.0,EUR
2020-06-15,21.83609557150021,15.714767066658624,0.0,0.0,EUR
2020-06-16,21.626885188450615,15.564208836957732,0.0,0.0,EUR
2020-06-17,21.67730054686126,15.60048859550534,0.0,0.0,EUR
2020-06-18,21.64921346765709,15.580277217950425,0.0,0.0,EUR
2020-06-19,21.82945077063323,15.709989262030149,0.0,0.0,EUR
2020-06-22,21.96365638664247,15.806572850142402,0.0,0.0,EUR
2020-06-23,21.711609523633,15.625180123290647,0.0,0.0,EUR
2020-06-24,21.57200761214426,15.524715060694803,0.0,0.0,EUR
2020-06-25,21.7538696565299,15.655590868968261,0.0,0.0,EUR
2020-06-26,21.840860944499013,15.718195941167892,0.0,0.0,EUR
2020-06-29,21.852214903617096,15.72636778667129,0.0,0.0,EUR
2020-06-30,21.907670565576154,15.76627931995597,0.0,0.0,EUR
2020-07-01,21.788090451035487,15.680221782423587,0.0,0.0,EUR
2020-07-02,21.770666792632483,15.667683571135967,0.0,0.0,EUR
2020-07-06,21.924564551527283,15.778438512815796,0.0,0.0,EUR
2020-07-07,21.871574754272842,15.740304656223998,0.0,0.0,EUR
2020-07-08,21.981816556128024,15.81964041793799,0.0,0.0,EUR
2020-07-09,21.937262810766697,15.787575913728006,0.0,0.0,EUR
2020-07-10,21.99689744389343,15.830491711405557,0.0,0.0,EUR
2020-07-13,21.8743654933445,15.742311447108818,0.0,0.0,EUR
2020-07-14,21.845672917580487,15.721662009214924,0.0,0.0,EUR
2020-07-15,21.812849082706634,15.698038363428282,0.0,0.0,EUR
2020-07-16,21.717246702379953,15.629238885866016,0.0,0.0,EUR
2020-07-17,21.773828965087887,15.669959031583858,0.0,0.0,EUR
2020-07-20,21.731271714228342,15.63933092175057,0.0,0.0,EUR
2020-07-21,21.863752058472073,15.734671306082873,0.0,0.0,EUR
2020-07-22,21.79204479094028,15.683067402352208,0.0,0.0,EUR
2020-07-23,21.803627140669278,15.691405811576942,0.0,0.0,EUR
2020-07-24,21.761655141744995,15.661196004202793,0.0,0.0,EUR
2020-07-27,21.767735160564712,15.665572420456328,0.0,0.0,EUR
2020-07-28,21.602858921839243,15.546916624347546,0.0,0.0,EUR
2020-07-29,21.756502338802648,15.657489589500301,0.0,0.0,EUR
2020-07-30,21.64668690067515,15.578456790081532,0.0,0.0,EUR
2020-07-31,21.493811048420525,15.468436020433046,0.0,0.0,EUR
2020-08-03,21.779260644457054,15.673865710034306,0.0,0.0,EUR
2020-08-04,22.033741934993827,15.857012124893572,0.0,0.0,EUR
2020-08-05,21.96701455424261,15.80898878146877,0.0,0.0,EUR
2020-08-06,21.86085831593914,15.732591382255578,0.0,0.0,EUR
2020-08-07,21.62256045288086,15.56109283432852,0.0,0.0,EUR
2020-08-10,21.756424359322068,15.657432451488944,0.0,0.0,EUR
2020-08-11,21.44017375519161,15.429836938581616,0.0,0.0,EUR
2020-08-12,21.399835796342245,15.400807160599584,0.0,0.0,EUR
2020-08-13,21.262863578117503,15.302232575391827,0.0,0.0,EUR
2020-08-14,21.207526368941103,15.262407131774012,0.0,0.0,EUR
2020-08-17,21.303424790501595,15.331424116045582,0.0,0.0,EUR
2020-08-18,21.393536990417488,15.396275148661516,0.0,0.0,EUR
2020-08-19,21.00794660786437,15.118772648188497,0.0,0.0,EUR
2020-08-20,21.270738097331787,15.307899580944877,0.0,0.0,EUR
2020-08-21,21.210806077056418,15.264768639125805,0.0,0.0,EUR
2020-08-24,21.370537820674144,15.37972148346671,0.0,0.0,EUR
2020-08-25,21.365821269302387,15.376326392949863,0.0,0.0,EUR
2020-08-26,21.368786787297267,15.378460074014015,0.0,0.0,EUR
2020-08-27,21.216393651009184,15.268789095324792,0.0,0.0,EUR
2020-08-28,21.401681007727802,15.402134067783209,0.0,0.0,EUR
2020-08-31,21.27411223775721,15.3103258808992,0.0,0.0,EUR
2020-09-01,21.308289517450703,15.33492211950761,0.0,0.0,EUR
2020-09-02,21.4497530496335,15.436729923533903,0.0,0.0,EUR
2020-09-03,21.435158476677998,15.42622768102433,0.0,0.0,EUR
2020-09-04,21.268967740807057,15.30662587475581,0.0,0.0,EUR
2020-09-08,21.223631107539177,15.273997735928674,0.0,0.0,EUR
2020-09-09,21.384432494490625,15.38972304176525,0.0,0.0,EUR
2020-09-10,21.281721606615065,15.315803625342596,0.0,0.0,EUR
